dataset,image_id,method,height,width,preproc_time_s,filter_time_s,odps_time_s,total_time_s,magnitude_min,magnitude_max,magnitude_mean,status,error_message
BSDS500,326085,GWC,481,321,0.005831,0.025018,,0.030849,0.0000,4.5838,1.4056,OK,
BSDS500,326085,Canny,481,321,0.005831,0.002269,,0.008099,0.0000,386.4195,61.3084,OK,
BSDS500,326085,Sobel,481,321,0.005831,0.002178,,0.008008,0.0000,936.2745,110.2673,OK,
BSDS500,326085,LoG,481,321,0.005831,0.001442,,0.007273,0.0000,55.0000,4.4190,OK,
BSDS500,326085,ED,481,321,0.005831,0.004632,,0.010463,0.0000,255.0000,47.6107,OK,
BSDS500,326085,PC,481,321,0.005831,0.327577,,0.333407,0.0000,0.4890,0.0268,OK,
BSDS500,33044,GWi,481,321,0.005917,0.011313,,0.017230,0.0000,4.1743,0.6812,OK,
BSDS500,33044,GWi_odps,481,321,0.005917,0.019704,0.005897,0.031518,0.0000,4.1743,0.3261,OK,
BSDS500,33044,GWC,481,321,0.005917,0.024044,,0.029962,0.0214,5.0957,1.5941,OK,
BSDS500,33044,Canny,481,321,0.005917,0.002290,,0.008207,0.0000,398.0377,62.2746,OK,
BSDS500,33044,Sobel,481,321,0.005917,0.002248,,0.008166,0.0000,960.9204,149.3212,OK,
BSDS500,33044,LoG,481,321,0.005917,0.001377,,0.007294,0.0000,40.0000,5.0020,OK,
BSDS500,33044,ED,481,321,0.005917,0.005102,,0.011019,0.0000,255.0000,57.9031,OK,
BSDS500,33044,PC,481,321,0.005917,0.324409,,0.330327,0.0000,0.4694,0.0161,OK,
BSDS500,334025,GWi,481,321,0.006013,0.011008,,0.017022,0.0000,3.6916,0.4688,OK,
BSDS500,334025,GWi_odps,481,321,0.006013,0.019800,0.005847,0.031661,0.0000,3.6916,0.2288,OK,
BSDS500,334025,GWC,481,321,0.006013,0.024021,,0.030034,0.0302,4.8125,1.4017,OK,
BSDS500,334025,Canny,481,321,0.006013,0.002174,,0.008188,0.0000,406.4702,47.9134,OK,
BSDS500,334025,Sobel,481,321,0.006013,0.002303,,0.008316,0.0000,843.1334,101.1230,OK,
BSDS500,334025,LoG,481,321,0.006013,0.001425,,0.007439,0.0000,38.0000,3.6893,OK,
BSDS500,334025,ED,481,321,0.006013,0.003637,,0.009650,0.0000,255.0000,34.8938,OK,
BSDS500,334025,PC,481,321,0.006013,0.320504,,0.326517,0.0000,0.6467,0.0407,OK,
BSDS500,335088,GWi,321,481,0.006468,0.011586,,0.018054,0.0025,4.6246,0.6909,OK,
BSDS500,335088,GWi_odps,321,481,0.006468,0.020053,0.006183,0.032704,0.0000,4.6246,0.3461,OK,
BSDS500,335088,GWC,321,481,0.006468,0.024834,,0.031302,0.0069,5.5746,1.5497,OK,
BSDS500,335088,Canny,321,481,0.006468,0.002283,,0.008751,0.0000,489.0092,85.6443,OK,
BSDS500,335088,Sobel,321,481,0.006468,0.002234,,0.008702,0.0000,1071.3328,149.8387,OK,
BSDS500,335088,LoG,321,481,0.006468,0.001432,,0.007900,0.0000,53.0000,5.9305,OK,
BSDS500,335088,ED,321,481,0.006468,0.004566,,0.011033,0.0000,255.0000,54.8147,OK,
BSDS500,335088,PC,321,481,0.006468,0.322703,,0.329170,0.0000,0.4942,0.0309,OK,
BSDS500,335094,GWi,321,481,0.006003,0.011059,,0.017062,0.0000,4.0593,0.5770,OK,
BSDS500,335094,GWi_odps,321,481,0.006003,0.018649,0.005838,0.030490,0.0000,4.0593,0.2762,OK,
BSDS500,335094,GWC,321,481,0.006003,0.023555,,0.029558,0.0367,4.4552,1.5552,OK,
BSDS500,335094,Canny,321,481,0.006003,0.002186,,0.008189,0.0000,367.9157,56.0688,OK,
BSDS500,335094,Sobel,321,481,0.006003,0.002245,,0.008249,0.0000,778.0617,124.4917,OK,
BSDS500,335094,LoG,321,481,0.006003,0.001381,,0.007384,0.0000,38.0000,4.5225,OK,
BSDS500,335094,ED,321,481,0.006003,0.004615,,0.010618,0.0000,255.0000,53.7115,OK,
BSDS500,335094,PC,321,481,0.006003,0.318195,,0.324199,0.0000,0.5237,0.0234,OK,
BSDS500,344010,GWi,321,481,0.006776,0.011004,,0.017780,0.0000,4.5829,0.4806,OK,
BSDS500,344010,GWi_odps,321,481,0.006776,0.019477,0.005854,0.032108,0.0000,4.5829,0.2240,OK,
BSDS500,344010,GWC,321,481,0.006776,0.023457,,0.030234,0.0197,6.3466,1.4065,OK,
BSDS500,344010,Canny,321,481,0.006776,0.002480,,0.009256,0.0000,452.3450,43.4169,OK,
BSDS500,344010,Sobel,321,481,0.006776,0.002154,,0.008930,0.0000,963.3649,106.5669,OK,
BSDS500,344010,LoG,321,481,0.006776,0.001292,,0.008069,0.0000,44.0000,3.5064,OK,
BSDS500,344010,ED,321,481,0.006776,0.005182,,0.011958,0.0000,255.0000,57.0476,OK,
BSDS500,344010,PC,321,481,0.006776,0.320141,,0.326918,0.0000,0.5740,0.0194,OK,
BSDS500,346016,GWi,321,481,0.006153,0.011039,,0.017192,0.0000,4.4363,0.9782,OK,
BSDS500,346016,GWi_odps,321,481,0.006153,0.020120,0.005664,0.031936,0.0000,4.4363,0.4397,OK,
BSDS500,346016,GWC,321,481,0.006153,0.023785,,0.029938,0.0283,5.2868,1.8379,OK,
BSDS500,346016,Canny,321,481,0.006153,0.002202,,0.008355,0.0000,469.8021,72.3870,OK,
BSDS500,346016,Sobel,321,481,0.006153,0.002119,,0.008272,0.0000,1026.1705,220.8808,OK,
BSDS500,346016,LoG,321,481,0.006153,0.001341,,0.007494,0.0000,49.0000,6.2527,OK,
BSDS500,346016,ED,321,481,0.006153,0.006062,,0.012215,0.0000,255.0000,70.5094,OK,
BSDS500,346016,PC,321,481,0.006153,0.321875,,0.328028,0.0000,0.4243,0.0064,OK,
BSDS500,347031,GWi,481,321,0.005873,0.011043,,0.016917,0.0000,4.4310,0.3536,OK,
BSDS500,347031,GWi_odps,481,321,0.005873,0.018277,0.005900,0.030050,0.0000,4.4310,0.1694,OK,
BSDS500,347031,GWC,481,321,0.005873,0.023903,,0.029776,0.0116,5.0052,1.4421,OK,
BSDS500,347031,Canny,481,321,0.005873,0.002198,,0.008071,0.0000,438.6342,34.5130,OK,
BSDS500,347031,Sobel,481,321,0.005873,0.002194,,0.008067,0.0000,924.0314,72.8773,OK,
BSDS500,347031,LoG,481,321,0.005873,0.001277,,0.007150,0.0000,58.0000,2.6141,OK,
BSDS500,347031,ED,481,321,0.005873,0.003597,,0.009470,0.0000,255.0000,29.8698,OK,
BSDS500,347031,PC,481,321,0.005873,0.322615,,0.328488,0.0000,0.6373,0.0351,OK,
BSDS500,35028,GWi,321,481,0.006213,0.011388,,0.017600,0.0000,5.3292,0.5774,OK,
BSDS500,35028,GWi_odps,321,481,0.006213,0.021669,0.006502,0.034383,0.0000,5.3292,0.2883,OK,
BSDS500,35028,GWC,321,481,0.006213,0.026258,,0.032470,0.0000,6.6961,1.4810,OK,
BSDS500,35028,Canny,321,481,0.006213,0.002414,,0.008627,0.0000,496.9547,71.7078,OK,
BSDS500,35028,Sobel,321,481,0.006213,0.002160,,0.008372,0.0000,1105.4240,119.4508,OK,
BSDS500,35028,LoG,321,481,0.006213,0.001424,,0.007636,0.0000,56.0000,5.0997,OK,
BSDS500,35028,ED,321,481,0.006213,0.004345,,0.010557,0.0000,255.0000,46.5355,OK,
BSDS500,35028,PC,321,481,0.006213,0.320761,,0.326974,0.0000,0.5852,0.0401,OK,
BSDS500,35049,GWi,321,481,0.005805,0.011063,,0.016867,0.0000,4.2514,0.4094,OK,
BSDS500,35049,GWi_odps,321,481,0.005805,0.019592,0.005750,0.031147,0.0000,4.2514,0.2019,OK,
BSDS500,35049,GWC,321,481,0.005805,0.023895,,0.029699,0.0081,5.4594,1.3258,OK,
BSDS500,35049,Canny,321,481,0.005805,0.002232,,0.008036,0.0000,458.5303,48.3305,OK,
BSDS500,35049,Sobel,321,481,0.005805,0.002190,,0.007995,0.0000,1023.8213,85.5083,OK,
BSDS500,35049,LoG,321,481,0.005805,0.001451,,0.007255,0.0000,58.0000,3.6768,OK,
BSDS500,35049,ED,321,481,0.005805,0.003824,,0.009628,0.0000,255.0000,37.0375,OK,
BSDS500,35049,PC,321,481,0.005805,0.323738,,0.329543,0.0000,0.6228,0.0368,OK,
BSDS500,36046,GWi,321,481,0.006812,0.011582,,0.018395,0.0000,4.3693,0.4218,OK,
BSDS500,36046,GWi_odps,321,481,0.006812,0.020062,0.005844,0.032719,0.0000,4.3693,0.2051,OK,
BSDS500,36046,GWC,321,481,0.006812,0.023858,,0.030670,0.0109,4.7458,1.3455,OK,
BSDS500,36046,Canny,321,481,0.006812,0.002213,,0.009026,0.0000,449.3951,36.5998,OK,
BSDS500,36046,Sobel,321,481,0.006812,0.002193,,0.009005,0.0000,1051.3572,90.2715,OK,
BSDS500,36046,LoG,321,481,0.006812,0.001294,,0.008107,0.0000,56.0000,3.1258,OK,
BSDS500,36046,ED,321,481,0.006812,0.004581,,0.011394,0.0000,255.0000,49.6272,OK,
BSDS500,36046,PC,321,481,0.006812,0.321694,,0.328506,0.0000,0.6076,0.0150,OK,
BSDS500,365072,GWi,481,321,0.005951,0.011593,,0.017544,0.0000,4.5765,0.5750,OK,
BSDS500,365072,GWi_odps,481,321,0.005951,0.018645,0.005944,0.030540,0.0000,4.5765,0.2895,OK,
BSDS500,365072,GWC,481,321,0.005951,0.023841,,0.029792,0.0214,4.9778,1.4773,OK,
BSDS500,365072,Canny,481,321,0.005951,0.002320,,0.008271,0.0000,466.2360,63.4672,OK,
BSDS500,365072,Sobel,481,321,0.005951,0.002148,,0.008098,0.0000,1054.4126,123.2845,OK,
BSDS500,365072,LoG,481,321,0.005951,0.001393,,0.007344,0.0000,54.0000,4.6479,OK,
BSDS500,365072,ED,481,321,0.005951,0.004991,,0.010941,0.0000,255.0000,60.3243,OK,
BSDS500,365072,PC,481,321,0.005951,0.320267,,0.326218,0.0000,0.5970,0.0305,OK,
BSDS500,368037,GWi,321,481,0.005917,0.010772,,0.016690,0.0000,4.2215,0.3677,OK,
BSDS500,368037,GWi_odps,321,481,0.005917,0.018465,0.005665,0.030047,0.0000,4.2215,0.1881,OK,
BSDS500,368037,GWC,321,481,0.005917,0.023763,,0.029680,0.0166,4.5316,1.3114,OK,
BSDS500,368037,Canny,321,481,0.005917,0.002192,,0.008109,0.0000,438.0799,45.1468,OK,
BSDS500,368037,Sobel,321,481,0.005917,0.002104,,0.008021,0.0000,949.8126,74.1705,OK,
BSDS500,368037,LoG,321,481,0.005917,0.001397,,0.007314,0.0000,48.0000,2.9248,OK,
BSDS500,368037,ED,321,481,0.005917,0.003675,,0.009592,0.0000,255.0000,36.7006,OK,
BSDS500,368037,PC,321,481,0.005917,0.323913,,0.329830,0.0000,0.6572,0.0383,OK,
BSDS500,372019,GWi,481,321,0.005982,0.011010,,0.016992,0.0000,4.4664,0.3803,OK,
BSDS500,372019,GWi_odps,481,321,0.005982,0.019540,0.005691,0.031213,0.0000,4.4664,0.1896,OK,
BSDS500,372019,GWC,481,321,0.005982,0.024392,,0.030375,0.0000,4.7158,1.3214,OK,
BSDS500,372019,Canny,481,321,0.005982,0.002330,,0.008312,0.0000,464.4868,39.2535,OK,
BSDS500,372019,Sobel,481,321,0.005982,0.002150,,0.008133,0.0000,1032.3352,80.2214,OK,
BSDS500,372019,LoG,481,321,0.005982,0.001288,,0.007271,0.0000,47.0000,3.1163,OK,
BSDS500,372019,ED,481,321,0.005982,0.003907,,0.009890,0.0000,255.0000,36.3207,OK,
BSDS500,372019,PC,481,321,0.005982,0.320153,,0.326135,0.0000,0.7078,0.0305,OK,
BSDS500,376086,GWi,321,481,0.006501,0.011019,,0.017519,0.0000,4.4074,0.5263,OK,
BSDS500,376086,GWi_odps,321,481,0.006501,0.019163,0.005993,0.031657,0.0000,4.4074,0.2827,OK,
BSDS500,376086,GWC,321,481,0.006501,0.024493,,0.030994,0.0420,4.7709,1.4232,OK,
BSDS500,376086,Canny,321,481,0.006501,0.002333,,0.008834,0.0000,403.2791,63.9115,OK,
BSDS500,376086,Sobel,321,481,0.006501,0.002248,,0.008749,0.0000,1004.0418,108.4213,OK,
BSDS500,376086,LoG,321,481,0.006501,0.001514,,0.008015,0.0000,47.0000,4.4275,OK,
BSDS500,376086,ED,321,481,0.006501,0.004658,,0.011159,0.0000,255.0000,49.3184,OK,
BSDS500,376086,PC,321,481,0.006501,0.323658,,0.330159,0.0000,0.5557,0.0370,OK,
BSDS500,384022,GWi,321,481,0.005983,0.011147,,0.017130,0.0000,4.7316,0.6129,OK,
BSDS500,384022,GWi_odps,321,481,0.005983,0.018456,0.005805,0.030245,0.0000,4.7316,0.3145,OK,
BSDS500,384022,GWC,321,481,0.005983,0.023634,,0.029617,0.0000,5.9894,1.5289,OK,
BSDS500,384022,Canny,321,481,0.005983,0.002294,,0.008277,0.0000,506.6754,59.0864,OK,
BSDS500,384022,Sobel,321,481,0.005983,0.002150,,0.008133,0.0000,1057.2435,128.4555,OK,
BSDS500,384022,LoG,321,481,0.005983,0.001296,,0.007279,0.0000,47.0000,4.8076,OK,
BSDS500,384022,ED,321,481,0.005983,0.004226,,0.010209,0.0000,255.0000,49.6074,OK,
BSDS500,384022,PC,321,481,0.005983,0.321107,,0.327090,0.0000,0.5767,0.0252,OK,
BSDS500,384089,GWi,481,321,0.006025,0.011393,,0.017418,0.0000,4.0005,0.4241,OK,
BSDS500,384089,GWi_odps,481,321,0.006025,0.019502,0.005728,0.031255,0.0000,4.0005,0.2108,OK,
BSDS500,384089,GWC,481,321,0.006025,0.024882,,0.030907,0.0353,4.9557,1.3802,OK,
BSDS500,384089,Canny,481,321,0.006025,0.002231,,0.008256,0.0000,426.4317,40.8013,OK,
BSDS500,384089,Sobel,481,321,0.006025,0.002170,,0.008194,0.0000,1013.7653,88.7488,OK,
BSDS500,384089,LoG,481,321,0.006025,0.001366,,0.007391,0.0000,47.0000,3.3416,OK,
BSDS500,384089,ED,481,321,0.006025,0.003759,,0.009784,0.0000,255.0000,32.8624,OK,
BSDS500,384089,PC,481,321,0.006025,0.323808,,0.329832,0.0000,0.6818,0.0415,OK,
BSDS500,385022,GWi,321,481,0.006409,0.010745,,0.017154,0.0000,3.9952,0.5994,OK,
BSDS500,385022,GWi_odps,321,481,0.006409,0.019389,0.005772,0.031569,0.0000,3.9952,0.2844,OK,
BSDS500,385022,GWC,321,481,0.006409,0.024078,,0.030487,0.0331,4.3782,1.5026,OK,
BSDS500,385022,Canny,321,481,0.006409,0.002288,,0.008697,0.0000,403.1129,55.4218,OK,
BSDS500,385022,Sobel,321,481,0.006409,0.002188,,0.008597,0.0000,939.6872,130.7885,OK,
BSDS500,385022,LoG,321,481,0.006409,0.001409,,0.007819,0.0000,49.0000,4.4771,OK,
BSDS500,385022,ED,321,481,0.006409,0.005433,,0.011842,0.0000,255.0000,58.6810,OK,
BSDS500,385022,PC,321,481,0.006409,0.319259,,0.325668,0.0000,0.5147,0.0140,OK,
BSDS500,388006,GWi,481,321,0.005999,0.010946,,0.016945,0.0029,4.3063,0.3897,OK,
BSDS500,388006,GWi_odps,481,321,0.005999,0.019169,0.005820,0.030988,0.0000,4.3063,0.2015,OK,
BSDS500,388006,GWC,481,321,0.005999,0.024079,,0.030078,0.0090,4.9908,1.3096,OK,
BSDS500,388006,Canny,481,321,0.005999,0.002213,,0.008212,0.0000,476.2121,47.9782,OK,
BSDS500,388006,Sobel,481,321,0.005999,0.002143,,0.008142,0.0000,1026.9031,76.5624,OK,
BSDS500,388006,LoG,481,321,0.005999,0.001285,,0.007284,0.0000,66.0000,3.5491,OK,
BSDS500,388006,ED,481,321,0.005999,0.004010,,0.010009,0.0000,255.0000,38.2365,OK,
BSDS500,388006,PC,481,321,0.005999,0.331475,,0.337474,0.0000,0.6674,0.0304,OK,
BSDS500,388018,GWi,481,321,0.006205,0.010969,,0.017174,0.0032,4.3435,0.4105,OK,
BSDS500,388018,GWi_odps,481,321,0.006205,0.019257,0.006130,0.031591,0.0000,4.3435,0.2174,OK,
BSDS500,388018,GWC,481,321,0.006205,0.024397,,0.030602,0.0073,4.4434,1.3232,OK,
BSDS500,388018,Canny,481,321,0.006205,0.002206,,0.008411,0.0000,437.3305,54.6954,OK,
BSDS500,388018,Sobel,481,321,0.006205,0.002132,,0.008337,0.0000,991.4283,85.1696,OK,
BSDS500,388018,LoG,481,321,0.006205,0.001317,,0.007522,0.0000,37.0000,3.7750,OK,
BSDS500,388018,ED,481,321,0.006205,0.004190,,0.010395,0.0000,255.0000,46.6974,OK,
BSDS500,388018,PC,481,321,0.006205,0.323969,,0.330174,0.0000,0.6204,0.0372,OK,
BSDS500,388067,GWi,481,321,0.005920,0.011776,,0.017697,0.0000,5.5595,0.5215,OK,
BSDS500,388067,GWi_odps,481,321,0.005920,0.019005,0.005924,0.030849,0.0000,5.5595,0.2492,OK,
BSDS500,388067,GWC,481,321,0.005920,0.023405,,0.029325,0.0000,6.6298,1.4612,OK,
BSDS500,388067,Canny,481,321,0.005920,0.002198,,0.008119,0.0000,473.2632,53.8542,OK,
BSDS500,388067,Sobel,481,321,0.005920,0.002131,,0.008052,0.0000,1099.1423,108.5023,OK,
BSDS500,388067,LoG,481,321,0.005920,0.001280,,0.007200,0.0000,52.0000,4.2803,OK,
BSDS500,388067,ED,481,321,0.005920,0.004427,,0.010348,0.0000,255.0000,47.5843,OK,
BSDS500,388067,PC,481,321,0.005920,0.318102,,0.324022,0.0000,0.6339,0.0328,OK,
BSDS500,393035,GWi,321,481,0.006159,0.011218,,0.017377,0.0000,4.3095,0.4115,OK,
BSDS500,393035,GWi_odps,321,481,0.006159,0.017610,0.006054,0.029823,0.0000,4.3095,0.2072,OK,
BSDS500,393035,GWC,321,481,0.006159,0.024018,,0.030177,0.0130,4.8135,1.5629,OK,
BSDS500,393035,Canny,321,481,0.006159,0.002360,,0.008519,0.0000,419.1539,40.0675,OK,
BSDS500,393035,Sobel,321,481,0.006159,0.002267,,0.008426,0.0000,945.0767,84.3663,OK,
BSDS500,393035,LoG,321,481,0.006159,0.001334,,0.007493,0.0000,40.0000,3.1637,OK,
BSDS500,393035,ED,321,481,0.006159,0.004047,,0.010206,0.0000,255.0000,40.4876,OK,
BSDS500,393035,PC,321,481,0.006159,0.323552,,0.329711,0.0000,0.6181,0.0336,OK,
BSDS500,41006,GWi,321,481,0.006550,0.011002,,0.017552,0.0000,4.4880,0.3791,OK,
BSDS500,41006,GWi_odps,321,481,0.006550,0.018551,0.005887,0.030988,0.0000,4.4880,0.1786,OK,
BSDS500,41006,GWC,321,481,0.006550,0.024112,,0.030662,0.0000,5.5555,1.2653,OK,
BSDS500,41006,Canny,321,481,0.006550,0.002255,,0.008805,0.0000,444.2072,44.3949,OK,
BSDS500,41006,Sobel,321,481,0.006550,0.002247,,0.008797,0.0000,1055.3672,80.8761,OK,
BSDS500,41006,LoG,321,481,0.006550,0.001307,,0.007857,0.0000,49.0000,2.9752,OK,
BSDS500,41006,ED,321,481,0.006550,0.004207,,0.010757,0.0000,255.0000,47.1450,OK,
BSDS500,41006,PC,321,481,0.006550,0.320302,,0.326852,0.0000,0.6020,0.0247,OK,
BSDS500,41029,GWi,321,481,0.005998,0.011165,,0.017163,0.0000,4.3082,0.3966,OK,
BSDS500,41029,GWi_odps,321,481,0.005998,0.019197,0.005913,0.031107,0.0000,4.3082,0.1949,OK,
BSDS500,41029,GWC,321,481,0.005998,0.024130,,0.030128,0.0076,5.1398,1.3148,OK,
BSDS500,41029,Canny,321,481,0.005998,0.002306,,0.008304,0.0000,463.1306,45.4534,OK,
BSDS500,41029,Sobel,321,481,0.005998,0.002157,,0.008155,0.0000,1017.2001,81.9044,OK,
BSDS500,41029,LoG,321,481,0.005998,0.001319,,0.007317,0.0000,54.0000,3.1229,OK,
BSDS500,41029,ED,321,481,0.005998,0.004201,,0.010198,0.0000,255.0000,41.1367,OK,
BSDS500,41029,PC,321,481,0.005998,0.321128,,0.327126,0.0000,0.6319,0.0335,OK,
BSDS500,41085,GWi,321,481,0.006723,0.011429,,0.018152,0.0000,4.6576,0.6912,OK,
BSDS500,41085,GWi_odps,321,481,0.006723,0.019383,0.005979,0.032085,0.0000,4.6576,0.3304,OK,
BSDS500,41085,GWC,321,481,0.006723,0.023862,,0.030585,0.0100,5.7167,1.5569,OK,
BSDS500,41085,Canny,321,481,0.006723,0.002203,,0.008926,0.0000,453.7003,80.9374,OK,
BSDS500,41085,Sobel,321,481,0.006723,0.002146,,0.008869,0.0000,1057.9462,150.4862,OK,
BSDS500,41085,LoG,321,481,0.006723,0.001440,,0.008163,0.0000,57.0000,5.6335,OK,
BSDS500,41085,ED,321,481,0.006723,0.004745,,0.011468,0.0000,255.0000,52.2978,OK,
BSDS500,41085,PC,321,481,0.006723,0.323946,,0.330669,0.0000,0.4867,0.0247,OK,
BSDS500,41096,GWi,321,481,0.005998,0.010999,,0.016998,0.0000,4.3327,0.5194,OK,
BSDS500,41096,GWi_odps,321,481,0.005998,0.019296,0.005825,0.031119,0.0000,4.3327,0.2478,OK,
BSDS500,41096,GWC,321,481,0.005998,0.024234,,0.030233,0.0055,5.5830,1.4270,OK,
BSDS500,41096,Canny,321,481,0.005998,0.002289,,0.008287,0.0000,468.3695,57.3779,OK,
BSDS500,41096,Sobel,321,481,0.005998,0.002156,,0.008154,0.0000,1025.9552,111.5438,OK,
BSDS500,41096,LoG,321,481,0.005998,0.001425,,0.007424,0.0000,49.0000,4.1907,OK,
BSDS500,41096,ED,321,481,0.005998,0.004391,,0.010390,0.0000,255.0000,42.5586,OK,
BSDS500,41096,PC,321,481,0.005998,0.324229,,0.330227,0.0000,0.6293,0.0362,OK,
BSDS500,43033,GWi,321,481,0.005905,0.010982,,0.016887,0.0000,5.3311,0.9086,OK,
BSDS500,43033,GWi_odps,321,481,0.005905,0.018127,0.005766,0.029799,0.0000,5.3311,0.4532,OK,
BSDS500,43033,GWC,321,481,0.005905,0.026644,,0.032549,0.0148,6.2794,1.7809,OK,
BSDS500,43033,Canny,321,481,0.005905,0.002326,,0.008231,0.0000,500.5038,98.1608,OK,
BSDS500,43033,Sobel,321,481,0.005905,0.002256,,0.008161,0.0000,1130.1195,199.2765,OK,
BSDS500,43033,LoG,321,481,0.005905,0.001466,,0.007371,0.0000,51.0000,7.9127,OK,
BSDS500,43033,ED,321,481,0.005905,0.005758,,0.011663,0.0000,255.0000,62.8132,OK,
BSDS500,43033,PC,321,481,0.005905,0.323205,,0.329110,0.0000,0.3544,0.0101,OK,
BSDS500,43051,GWi,321,481,0.005885,0.010706,,0.016590,0.0000,4.9102,0.5910,OK,
BSDS500,43051,GWi_odps,321,481,0.005885,0.018173,0.005636,0.029693,0.0000,4.9102,0.2909,OK,
BSDS500,43051,GWC,321,481,0.005885,0.023863,,0.029748,0.0121,6.7554,1.4872,OK,
BSDS500,43051,Canny,321,481,0.005885,0.002189,,0.008073,0.0000,475.7857,64.1444,OK,
BSDS500,43051,Sobel,321,481,0.005885,0.002140,,0.008024,0.0000,1060.3933,128.0858,OK,
BSDS500,43051,LoG,321,481,0.005885,0.001325,,0.007209,0.0000,58.0000,4.7914,OK,
BSDS500,43051,ED,321,481,0.005885,0.004044,,0.009929,0.0000,255.0000,52.6628,OK,
BSDS500,43051,PC,321,481,0.005885,0.322275,,0.328160,0.0000,0.5139,0.0257,OK,
BSDS500,45000,GWi,321,481,0.005777,0.010859,,0.016636,0.0000,5.0739,0.8637,OK,
BSDS500,45000,GWi_odps,321,481,0.005777,0.019471,0.005984,0.031233,0.0000,5.0739,0.4099,OK,
BSDS500,45000,GWC,321,481,0.005777,0.024013,,0.029791,0.0420,6.2848,1.7120,OK,
BSDS500,45000,Canny,321,481,0.005777,0.002246,,0.008023,0.0000,500.3539,92.4674,OK,
BSDS500,45000,Sobel,321,481,0.005777,0.002142,,0.007919,0.0000,1121.7495,187.6068,OK,
BSDS500,45000,LoG,321,481,0.005777,0.001393,,0.007170,0.0000,52.0000,6.9910,OK,
BSDS500,45000,ED,321,481,0.005777,0.005390,,0.011167,0.0000,255.0000,60.1988,OK,
BSDS500,45000,PC,321,481,0.005777,0.324146,,0.329923,0.0000,0.3665,0.0148,OK,
BSDS500,48017,GWi,321,481,0.006236,0.010810,,0.017046,0.0000,4.1781,0.6916,OK,
BSDS500,48017,GWi_odps,321,481,0.006236,0.017814,0.005753,0.029804,0.0000,4.1781,0.3482,OK,
BSDS500,48017,GWC,321,481,0.006236,0.023641,,0.029877,0.0577,5.4472,1.5975,OK,
BSDS500,48017,Canny,321,481,0.006236,0.002232,,0.008468,0.0000,433.9700,74.3578,OK,
BSDS500,48017,Sobel,321,481,0.006236,0.002290,,0.008526,0.0000,1003.4191,145.7206,OK,
BSDS500,48017,LoG,321,481,0.006236,0.001512,,0.007749,0.0000,35.0000,5.8880,OK,
BSDS500,48017,ED,321,481,0.006236,0.004309,,0.010546,0.0000,255.0000,56.1277,OK,
BSDS500,48017,PC,321,481,0.006236,0.317153,,0.323389,0.0000,0.4998,0.0345,OK,
BSDS500,48025,GWi,321,481,0.006144,0.010953,,0.017098,0.0000,4.7517,0.4830,OK,
BSDS500,48025,GWi_odps,321,481,0.006144,0.018739,0.005702,0.030586,0.0000,4.7517,0.2369,OK,
BSDS500,48025,GWC,321,481,0.006144,0.024061,,0.030205,0.0158,5.5603,1.4104,OK,
BSDS500,48025,Canny,321,481,0.006144,0.002273,,0.008417,0.0000,396.9131,40.4493,OK,
BSDS500,48025,Sobel,321,481,0.006144,0.002214,,0.008359,0.0000,1015.9577,104.9900,OK,
BSDS500,48025,LoG,321,481,0.006144,0.001314,,0.007459,0.0000,52.0000,3.6237,OK,
BSDS500,48025,ED,321,481,0.006144,0.004308,,0.010453,0.0000,255.0000,53.3862,OK,
BSDS500,48025,PC,321,481,0.006144,0.321114,,0.327259,0.0000,0.5872,0.0175,OK,
BSDS500,49024,GWi,321,481,0.005773,0.011174,,0.016947,0.0000,4.3402,0.3129,OK,
BSDS500,49024,GWi_odps,321,481,0.005773,0.019410,0.005872,0.031055,0.0000,4.3402,0.1534,OK,
BSDS500,49024,GWC,321,481,0.005773,0.023466,,0.029239,0.0095,5.4152,1.2244,OK,
BSDS500,49024,Canny,321,481,0.005773,0.002300,,0.008073,0.0000,485.8354,40.9532,OK,
BSDS500,49024,Sobel,321,481,0.005773,0.002150,,0.007923,0.0000,1045.1124,64.2134,OK,
BSDS500,49024,LoG,321,481,0.005773,0.001300,,0.007073,0.0000,44.0000,2.5978,OK,
BSDS500,49024,ED,321,481,0.005773,0.003830,,0.009603,0.0000,255.0000,35.3084,OK,
BSDS500,49024,PC,321,481,0.005773,0.320727,,0.326500,0.0000,0.6996,0.0329,OK,
BSDS500,5096,GWi,321,481,0.005935,0.010944,,0.016879,0.0039,4.4587,0.5244,OK,
BSDS500,5096,GWi_odps,321,481,0.005935,0.019469,0.005721,0.031124,0.0000,4.4587,0.2530,OK,
BSDS500,5096,GWC,321,481,0.005935,0.024171,,0.030105,0.0425,5.0867,1.4508,OK,
BSDS500,5096,Canny,321,481,0.005935,0.002222,,0.008157,0.0000,474.6051,49.1843,OK,
BSDS500,5096,Sobel,321,481,0.005935,0.002115,,0.008050,0.0000,1035.3019,115.4689,OK,
BSDS500,5096,LoG,321,481,0.005935,0.001311,,0.007246,0.0000,44.0000,4.0378,OK,
BSDS500,5096,ED,321,481,0.005935,0.004689,,0.010624,0.0000,255.0000,52.6842,OK,
BSDS500,5096,PC,321,481,0.005935,0.342310,,0.348245,0.0000,0.5752,0.0208,OK,
BSDS500,51084,GWi,321,481,0.006148,0.013344,,0.019492,0.0000,4.3095,0.4081,OK,
